date;valeur
06/12/2018;164.02
07/12/2018;166.95
10/12/2018;167.72
11/12/2018;168.76
12/12/2018;170.89
13/12/2018;170.24
14/12/2018;169.69
17/12/2018;168.98
18/12/2018;169.57
19/12/2018;166.44
20/12/2018;164.14
21/12/2018;167.61
24/12/2018;170.08
25/12/2018;170.08
26/12/2018;173.35
27/12/2018;176.35
28/12/2018;177.12
31/12/2018;172.24
02/01/2019;171.73
03/01/2019;173.98
04/01/2019;174.45
07/01/2019;172.61
08/01/2019;170.66
09/01/2019;169.72
10/01/2019;169.71
11/01/2019;169.35
14/01/2019;167.73
15/01/2019;166.15
16/01/2019;166.46
17/01/2019;165.52
18/01/2019;166.09
21/01/2019;165.79
22/01/2019;165.62
23/01/2019;163.81
24/01/2019;164.38
25/01/2019;165.14
28/01/2019;165.01
29/01/2019;164.25
30/01/2019;166.01
31/01/2019;166.59
01/02/2019;165.42
04/02/2019;165.13
05/02/2019;165.12
06/02/2019;165.14
07/02/2019;168.07
08/02/2019;167.23
11/02/2019;167.43
12/02/2019;168.44
13/02/2019;167.92
14/02/2019;167.84
15/02/2019;167.64
18/02/2019;167.56
19/02/2019;167.55
20/02/2019;167.82
21/02/2019;166.49
22/02/2019;167.92
25/02/2019;169.08
26/02/2019;173.05
27/02/2019;174.22
28/02/2019;179.15
01/03/2019;178.72
04/03/2019;178.73
05/03/2019;176.9
06/03/2019;175.6
07/03/2019;174.95
08/03/2019;174.88
11/03/2019;174.15
12/03/2019;172.82
13/03/2019;172.88
14/03/2019;174.62
15/03/2019;173.96
18/03/2019;174.44
19/03/2019;174.64
20/03/2019;177.15
21/03/2019;177.28
22/03/2019;177.81
25/03/2019;177.17
26/03/2019;176.99
27/03/2019;175.86
28/03/2019;175.45
29/03/2019;174.5
01/04/2019;172.57
02/04/2019;172.44
03/04/2019;172.13
04/04/2019;173.79
05/04/2019;174.7
08/04/2019;175.16
09/04/2019;176.01
10/04/2019;175.43
11/04/2019;174.73
12/04/2019;174.28
15/04/2019;173.1
16/04/2019;173.48
17/04/2019;175.25
18/04/2019;174.35
19/04/2019;173.73
22/04/2019;173.73
23/04/2019;175.74
24/04/2019;175.91
25/04/2019;175.55
26/04/2019;176.31
29/04/2019;174.49
30/04/2019;176.85
01/05/2019;176.85
02/05/2019;176.87
03/05/2019;176.21
06/05/2019;174.44
07/05/2019;176.23
08/05/2019;175.77
09/05/2019;175.32
10/05/2019;170.41
13/05/2019;168.01
14/05/2019;167.85
15/05/2019;167.43
16/05/2019;167.48
17/05/2019;166.61
20/05/2019;165.19
21/05/2019;165.72
22/05/2019;164.57
23/05/2019;163.92
24/05/2019;163.89
27/05/2019;164.01
28/05/2019;163.75
29/05/2019;162.74
30/05/2019;162.74
31/05/2019;162.88
03/06/2019;161.1
05/06/2019;160.93
06/06/2019;160.44
07/06/2019;161.47
11/06/2019;160.86
12/06/2019;161.1
13/06/2019;160.27
14/06/2019;160.38
17/06/2019;159.04
18/06/2019;159.27
19/06/2019;158.86
20/06/2019;158.61
21/06/2019;158.81
24/06/2019;157.73
25/06/2019;156.35
26/06/2019;157.73
27/06/2019;158.26
28/06/2019;157.79
01/07/2019;157.98
02/07/2019;157.63
03/07/2019;156.89
04/07/2019;157.0
05/07/2019;156.79
08/07/2019;156.35
09/07/2019;156.38
10/07/2019;156.14
11/07/2019;155.91
12/07/2019;155.93
15/07/2019;155.52
16/07/2019;155.18
17/07/2019;154.5
18/07/2019;155.09
19/07/2019;157.08
22/07/2019;156.24
23/07/2019;155.14
24/07/2019;155.47
25/07/2019;155.99
26/07/2019;155.68
29/07/2019;155.55
30/07/2019;156.25
31/07/2019;157.3
01/08/2019;157.15
02/08/2019;156.49
05/08/2019;156.36
06/08/2019;156.5
07/08/2019;156.5
08/08/2019;156.16
09/08/2019;157.17
12/08/2019;157.17
13/08/2019;156.23
14/08/2019;155.8
15/08/2019;155.8
16/08/2019;155.26
19/08/2019;155.21
20/08/2019;153.95
21/08/2019;153.68
22/08/2019;154.04
23/08/2019;153.97
26/08/2019;153.91
27/08/2019;153.73
28/08/2019;153.63
29/08/2019;153.54
30/08/2019;153.11
02/09/2019;150.52
03/09/2019;151.26
04/09/2019;151.13
05/09/2019;151.92
06/09/2019;151.15
09/09/2019;150.44
10/09/2019;149.61
11/09/2019;148.94
12/09/2019;148.48
13/09/2019;148.85
16/09/2019;148.86
17/09/2019;147.86
18/09/2019;146.55
19/09/2019;145.89
20/09/2019;146.32
23/09/2019;145.18
24/09/2019;144.02
25/09/2019;143.83
26/09/2019;142.0
27/09/2019;142.84
30/09/2019;142.4
01/10/2019;141.91
02/10/2019;141.16
03/10/2019;142.05
04/10/2019;142.35
07/10/2019;141.4
08/10/2019;140.19
09/10/2019;139.04
10/10/2019;139.61
11/10/2019;140.0
14/10/2019;139.99
15/10/2019;140.22
16/10/2019;140.7
17/10/2019;139.66
18/10/2019;141.02
21/10/2019;141.2
22/10/2019;141.44
23/10/2019;141.8
24/10/2019;141.54
25/10/2019;141.77
28/10/2019;142.15
29/10/2019;141.7
30/10/2019;141.78
31/10/2019;141.87
01/11/2019;141.87
04/11/2019;140.99
05/11/2019;140.75
06/11/2019;141.94
07/11/2019;142.19
08/11/2019;141.82
11/11/2019;140.9
12/11/2019;141.32
13/11/2019;139.97
14/11/2019;139.8
18/11/2019;139.84
19/11/2019;139.55
20/11/2019;139.59
21/11/2019;139.53
22/11/2019;140.39
25/11/2019;140.09
26/11/2019;140.73
27/11/2019;140.85
28/11/2019;141.03
29/11/2019;141.68
02/12/2019;141.71
03/12/2019;141.49
04/12/2019;141.38
05/12/2019;140.94
06/12/2019;141.91
09/12/2019;141.3
10/12/2019;140.45
11/12/2019;141.5
12/12/2019;141.12
13/12/2019;141.06
16/12/2019;141.89
17/12/2019;142.36
18/12/2019;142.34
19/12/2019;143.15
20/12/2019;143.71
23/12/2019;147.39
24/12/2019;152.61
25/12/2019;152.61
26/12/2019;153.29
27/12/2019;157.46
30/12/2019;157.12
31/12/2019;159.24
01/01/2020;159.24
02/01/2020;157.49
03/01/2020;156.59
06/01/2020;154.28
07/01/2020;150.67
08/01/2020;147.78
09/01/2020;149.15
10/01/2020;148.29
13/01/2020;148.14
14/01/2020;147.83
15/01/2020;149.58
16/01/2020;149.12
17/01/2020;150.89
20/01/2020;151.8
21/01/2020;151.78
22/01/2020;151.84
23/01/2020;152.38
24/01/2020;153.45
27/01/2020;152.68
28/01/2020;152.29
29/01/2020;152.33
30/01/2020;152.85
31/01/2020;152.79
03/02/2020;151.5
04/02/2020;152.2
05/02/2020;151.5
06/02/2020;149.65
07/02/2020;148.67
10/02/2020;146.45
11/02/2020;147.3
12/02/2020;147.3
13/02/2020;145.38
14/02/2020;144.71
17/02/2020;146.11
18/02/2020;145.63
19/02/2020;144.56
20/02/2020;144.11
21/02/2020;144.39
24/02/2020;144.14
25/02/2020;143.31
26/02/2020;143.82
27/02/2020;144.95
28/02/2020;146.01
02/03/2020;148.61
03/03/2020;147.12
04/03/2020;146.78
05/03/2020;145.86
06/03/2020;146.46
09/03/2020;145.73
10/03/2020;146.37
11/03/2020;145.54
12/03/2020;145.05
13/03/2020;145.05
16/03/2020;143.95
17/03/2020;143.17
18/03/2020;142.73
19/03/2020;140.03
20/03/2020;140.11
23/03/2020;138.27
24/03/2020;137.93
25/03/2020;137.16
26/03/2020;136.16
27/03/2020;135.24
30/03/2020;134.65
31/03/2020;134.09
01/04/2020;134.27
02/04/2020;134.04
03/04/2020;133.55
06/04/2020;133.18
07/04/2020;133.07
08/04/2020;132.89
09/04/2020;133.23
10/04/2020;133.46
13/04/2020;133.46
14/04/2020;133.76
15/04/2020;133.67
16/04/2020;133.22
17/04/2020;133.45
20/04/2020;133.48
21/04/2020;134.26
22/04/2020;134.21
23/04/2020;137.54
24/04/2020;138.25
27/04/2020;138.42
28/04/2020;138.52
29/04/2020;136.69
30/04/2020;136.84
01/05/2020;136.84
04/05/2020;136.78
05/05/2020;137.41
06/05/2020;137.5
07/05/2020;137.25
08/05/2020;137.78
11/05/2020;136.88
12/05/2020;136.9
13/05/2020;137.49
14/05/2020;136.95
15/05/2020;137.15
18/05/2020;131.24
19/05/2020;131.35
22/05/2020;132.63
25/05/2020;132.4
26/05/2020;132.12
27/05/2020;134.19
28/05/2020;134.21
29/05/2020;135.03
01/06/2020;135.03
02/06/2020;136.87
03/06/2020;135.63
04/06/2020;138.2
05/06/2020;138.79
08/06/2020;138.56
09/06/2020;138.72
10/06/2020;138.64
11/06/2020;137.08
12/06/2020;137.76
15/06/2020;135.87
16/06/2020;135.75
17/06/2020;135.14
18/06/2020;135.23
19/06/2020;135.77
22/06/2020;135.85
23/06/2020;135.59
24/06/2020;135.32
25/06/2020;134.36
26/06/2020;134.88
29/06/2020;135.28
30/06/2020;135.86
01/07/2020;135.81
02/07/2020;135.0
03/07/2020;134.81
06/07/2020;134.05
07/07/2020;133.2
08/07/2020;132.09
09/07/2020;131.68
10/07/2020;131.33
13/07/2020;131.37
14/07/2020;131.22
15/07/2020;130.33
16/07/2020;129.78
17/07/2020;130.64
20/07/2020;129.72
21/07/2020;129.41
22/07/2020;128.57
23/07/2020;128.3
24/07/2020;128.47
27/07/2020;127.75
28/07/2020;127.73
29/07/2020;127.73
30/07/2020;128.61
31/07/2020;128.61
03/08/2020;126.9
04/08/2020;129.03
05/08/2020;130.01
06/08/2020;129.67
07/08/2020;129.67
10/08/2020;128.63
11/08/2020;129.81
12/08/2020;129.5
13/08/2020;129.47
14/08/2020;129.93
17/08/2020;129.27
18/08/2020;129.22
21/08/2020;128.54
24/08/2020;128.27
25/08/2020;128.49
26/08/2020;129.94
27/08/2020;128.92
28/08/2020;129.15
31/08/2020;130.57
01/09/2020;130.05
02/09/2020;128.4
03/09/2020;128.2
04/09/2020;128.9
07/09/2020;128.4
08/09/2020;127.29
09/09/2020;127.24
10/09/2020;127.94
11/09/2020;127.72
14/09/2020;128.44
15/09/2020;127.17
16/09/2020;126.52
17/09/2020;126.92
18/09/2020;126.33
21/09/2020;125.65
22/09/2020;125.87
23/09/2020;125.87
24/09/2020;125.87
25/09/2020;125.87
28/09/2020;125.57
29/09/2020;125.56
30/09/2020;126.25
01/10/2020;125.24
02/10/2020;124.12
05/10/2020;124.18
06/10/2020;123.67
07/10/2020;124.26
08/10/2020;123.05
09/10/2020;124.03
12/10/2020;123.54
13/10/2020;122.75
14/10/2020;123.1
15/10/2020;122.37
16/10/2020;122.88
19/10/2020;123.36
20/10/2020;123.35
21/10/2020;123.46
22/10/2020;123.7
23/10/2020;123.82
26/10/2020;122.19
27/10/2020;123.79
28/10/2020;124.96
29/10/2020;124.96
30/10/2020;128.18
02/11/2020;129.82
03/11/2020;126.86
04/11/2020;126.81
05/11/2020;128.34
06/11/2020;128.33
09/11/2020;128.9
10/11/2020;129.06
11/11/2020;128.94
12/11/2020;128.48
13/11/2020;127.86
16/11/2020;128.31
17/11/2020;128.97
18/11/2020;128.98
19/11/2020;128.64
20/11/2020;128.82
23/11/2020;130.31
24/11/2020;129.54
25/11/2020;130.23
26/11/2020;129.91
27/11/2020;130.86
30/11/2020;130.86
01/12/2020;131.63
02/12/2020;131.52
03/12/2020;131.69
04/12/2020;131.17
07/12/2020;131.48
08/12/2020;132.59
09/12/2020;131.12
10/12/2020;132.4
11/12/2020;132.76
14/12/2020;132.71
15/12/2020;134.17
16/12/2020;137.26
17/12/2020;141.33
18/12/2020;141.81
21/12/2020;143.0
22/12/2020;142.73
23/12/2020;141.01
24/12/2020;140.83
25/12/2020;140.83
28/12/2020;143.46
29/12/2020;143.12
30/12/2020;143.95
31/12/2020;145.37
04/01/2021;141.57
05/01/2021;141.18
06/01/2021;137.99
07/01/2021;137.67
08/01/2021;136.41
11/01/2021;135.56
12/01/2021;135.06
13/01/2021;134.77
14/01/2021;133.24
15/01/2021;132.23
18/01/2021;131.85
19/01/2021;130.87
20/01/2021;131.16
21/01/2021;131.62
22/01/2021;132.1
25/01/2021;132.84
26/01/2021;132.98
27/01/2021;133.88
28/01/2021;134.28
29/01/2021;133.82
01/02/2021;134.94
02/02/2021;135.15
03/02/2021;137.2
04/02/2021;136.75
05/02/2021;136.15
08/02/2021;135.75
09/02/2021;134.62
10/02/2021;133.46
11/02/2021;133.58
12/02/2021;133.07
15/02/2021;133.35
16/02/2021;132.78
17/02/2021;132.84
18/02/2021;132.79
19/02/2021;132.67
22/02/2021;131.78
23/02/2021;132.95
24/02/2021;134.03
25/02/2021;135.07
26/02/2021;138.68
01/03/2021;140.42
02/03/2021;139.36
03/03/2021;139.55
04/03/2021;139.54
05/03/2021;139.56
08/03/2021;139.6
09/03/2021;139.73
10/03/2021;138.98
11/03/2021;139.65
12/03/2021;138.33
15/03/2021;138.53
16/03/2021;138.66
17/03/2021;139.21
18/03/2021;139.6
19/03/2021;141.68
22/03/2021;141.71
23/03/2021;140.43
24/03/2021;140.37
25/03/2021;139.62
26/03/2021;139.61
29/03/2021;140.04
30/03/2021;140.06
31/03/2021;140.81
01/04/2021;141.24
02/04/2021;141.21
05/04/2021;141.21
06/04/2021;140.7
07/04/2021;141.57
08/04/2021;141.84
09/04/2021;141.82
12/04/2021;140.56
13/04/2021;141.24
14/04/2021;142.42
15/04/2021;143.72
16/04/2021;144.32
19/04/2021;144.7
20/04/2021;146.63
21/04/2021;146.99
22/04/2021;147.89
23/04/2021;148.21
26/04/2021;147.87
27/04/2021;148.35
28/04/2021;149.46
29/04/2021;149.4
30/04/2021;150.37
03/05/2021;150.78
04/05/2021;151.31
05/05/2021;152.07
06/05/2021;151.57
07/05/2021;154.18
10/05/2021;152.07
11/05/2021;154.16
12/05/2021;154.16
14/05/2021;149.44
17/05/2021;150.56
18/05/2021;151.49
19/05/2021;150.86
20/05/2021;152.31
21/05/2021;153.7
24/05/2021;153.7
25/05/2021;154.73
26/05/2021;156.65
27/05/2021;157.47
28/05/2021;156.72
31/05/2021;156.31
01/06/2021;155.87
02/06/2021;154.9
03/06/2021;155.03
04/06/2021;155.39
07/06/2021;156.47
08/06/2021;156.78
09/06/2021;158.3
10/06/2021;158.79
11/06/2021;159.62
14/06/2021;159.94
15/06/2021;160.14
16/06/2021;160.45
17/06/2021;159.95
18/06/2021;160.47
21/06/2021;160.5
22/06/2021;160.92
23/06/2021;160.0
24/06/2021;160.71
25/06/2021;161.58
28/06/2021;160.53
29/06/2021;160.03
30/06/2021;160.07
01/07/2021;159.28
02/07/2021;159.85
05/07/2021;160.02
06/07/2021;159.65
07/07/2021;160.37
08/07/2021;160.7
09/07/2021;161.37
12/07/2021;160.0
13/07/2021;159.57
14/07/2021;161.11
15/07/2021;161.91
16/07/2021;161.52
19/07/2021;165.14
20/07/2021;165.14
21/07/2021;166.01
22/07/2021;166.67
23/07/2021;167.24
26/07/2021;167.16
27/07/2021;167.66
28/07/2021;168.07
29/07/2021;168.66
30/07/2021;168.17
02/08/2021;168.1
03/08/2021;166.92
04/08/2021;167.73
05/08/2021;168.33
06/08/2021;169.32
09/08/2021;169.03
10/08/2021;168.92
11/08/2021;169.8
12/08/2021;170.24
13/08/2021;170.51
16/08/2021;171.1
17/08/2021;172.77
18/08/2021;173.76
19/08/2021;175.69
20/08/2021;175.85
23/08/2021;175.65
24/08/2021;176.52
25/08/2021;174.76
26/08/2021;174.77
27/08/2021;175.41
30/08/2021;175.59
31/08/2021;176.31
01/09/2021;176.12
02/09/2021;176.76
03/09/2021;176.48
06/09/2021;175.97
07/09/2021;176.31
08/09/2021;177.01
09/09/2021;177.57
10/09/2021;177.85
13/09/2021;177.7
14/09/2021;178.12
15/09/2021;178.72
16/09/2021;178.93
17/09/2021;179.52
20/09/2021;180.41
21/09/2021;181.37
22/09/2021;181.87
23/09/2021;183.94
24/09/2021;183.51
27/09/2021;182.67
28/09/2021;183.17
29/09/2021;183.62
30/09/2021;183.98
01/10/2021;184.88
04/10/2021;185.2
05/10/2021;186.06
06/10/2021;186.15
07/10/2021;186.24
08/10/2021;186.0
11/10/2021;186.88
12/10/2021;187.61
13/10/2021;188.2
14/10/2021;188.7
15/10/2021;188.79
18/10/2021;188.79
19/10/2021;187.97
20/10/2021;189.35
21/10/2021;189.93
22/10/2021;189.93
25/10/2021;190.21
26/10/2021;191.67
27/10/2021;191.96
28/10/2021;192.9
29/10/2021;194.93
01/11/2021;194.93
02/11/2021;194.66
03/11/2021;194.21
04/11/2021;194.13
05/11/2021;191.85
08/11/2021;190.51
09/11/2021;189.6
10/11/2021;191.25
11/11/2021;191.3
12/11/2021;191.21
15/11/2021;191.21
16/11/2021;192.04
17/11/2021;193.21
18/11/2021;193.2
19/11/2021;193.71
22/11/2021;193.15
23/11/2021;193.31
24/11/2021;193.0
25/11/2021;194.08
26/11/2021;195.8
29/11/2021;196.56
30/11/2021;198.33
01/12/2021;197.27
02/12/2021;197.36
03/12/2021;196.94
06/12/2021;196.32
07/12/2021;196.61
08/12/2021;196.33
09/12/2021;196.61
10/12/2021;195.99
13/12/2021;193.66
14/12/2021;195.45
15/12/2021;195.24
16/12/2021;196.3
17/12/2021;195.18
20/12/2021;195.99
21/12/2021;194.93
22/12/2021;198.4
23/12/2021;198.39
24/12/2021;198.41
27/12/2021;197.7
28/12/2021;199.14
29/12/2021;199.3
30/12/2021;201.64
31/12/2021;202.28
03/01/2022;202.08
04/01/2022;201.33
05/01/2022;200.66
06/01/2022;202.03
07/01/2022;201.8
10/01/2022;203.43
11/01/2022;203.93
12/01/2022;204.18
13/01/2022;204.32
14/01/2022;204.11
17/01/2022;202.83
18/01/2022;202.77
19/01/2022;202.78
20/01/2022;203.18
21/01/2022;202.28
24/01/2022;200.17
25/01/2022;199.55
26/01/2022;200.22
27/01/2022;201.27
28/01/2022;202.54
31/01/2022;204.24
01/02/2022;204.51
02/02/2022;203.95
03/02/2022;203.78
04/02/2022;203.08
07/02/2022;203.22
08/02/2022;204.68
09/02/2022;206.19
10/02/2022;206.12
11/02/2022;207.26
14/02/2022;210.06
15/02/2022;209.58
16/02/2022;209.27
17/02/2022;212.21
18/02/2022;212.47
21/02/2022;212.0
22/02/2022;211.55
23/02/2022;212.92
24/02/2022;212.98
25/02/2022;217.13
28/02/2022;219.62
01/03/2022;218.79
02/03/2022;216.83
03/03/2022;217.48
04/03/2022;215.7
07/03/2022;215.72
08/03/2022;212.58
09/03/2022;215.44
10/03/2022;214.61
11/03/2022;216.15
14/03/2022;214.87
15/03/2022;214.41
16/03/2022;214.52
17/03/2022;215.02
18/03/2022;214.07
21/03/2022;215.06
22/03/2022;216.91
23/03/2022;217.03
24/03/2022;217.65
25/03/2022;219.93
28/03/2022;218.18
29/03/2022;218.18
30/03/2022;220.98
31/03/2022;219.34
01/04/2022;218.81
04/04/2022;217.57
05/04/2022;217.74
06/04/2022;218.36
07/04/2022;218.21
08/04/2022;217.92
11/04/2022;217.13
12/04/2022;216.91
13/04/2022;217.43
14/04/2022;217.25
15/04/2022;218.88
18/04/2022;218.88
19/04/2022;219.4
20/04/2022;219.33
21/04/2022;220.67
22/04/2022;219.68
25/04/2022;220.68
26/04/2022;219.22
27/04/2022;219.58
28/04/2022;219.58
29/04/2022;220.25
02/05/2022;220.25
03/05/2022;218.24
04/05/2022;217.56
05/05/2022;216.14
06/05/2022;217.33
09/05/2022;216.25
10/05/2022;214.65
11/05/2022;215.13
12/05/2022;215.06
13/05/2022;217.53
16/05/2022;214.15
17/05/2022;210.24
18/05/2022;208.79
19/05/2022;207.72
20/05/2022;207.16
23/05/2022;206.27
24/05/2022;204.99
25/05/2022;204.88
26/05/2022;204.88
27/05/2022;206.19
30/05/2022;208.32
31/05/2022;210.68
01/06/2022;209.45
02/06/2022;208.66
03/06/2022;207.37
06/06/2022;207.37
07/06/2022;208.5
08/06/2022;207.69
09/06/2022;208.05
10/06/2022;209.01
13/06/2022;209.49
14/06/2022;209.95
15/06/2022;208.93
16/06/2022;209.76
17/06/2022;210.43
20/06/2022;210.33
21/06/2022;209.72
22/06/2022;209.96
23/06/2022;209.4
24/06/2022;207.83
27/06/2022;208.02
28/06/2022;207.72
29/06/2022;206.94
30/06/2022;207.65
01/07/2022;206.09
04/07/2022;206.43
05/07/2022;207.48
06/07/2022;207.05
07/07/2022;207.96
08/07/2022;206.88
11/07/2022;206.87
12/07/2022;207.39
13/07/2022;206.5
14/07/2022;207.27
15/07/2022;207.29
18/07/2022;208.36
19/07/2022;207.64
20/07/2022;207.55
21/07/2022;207.57
22/07/2022;207.1
25/07/2022;208.69
26/07/2022;208.33
27/07/2022;210.39
28/07/2022;210.41
29/07/2022;209.87
01/08/2022;209.3
02/08/2022;209.12
03/08/2022;209.64
04/08/2022;208.35
05/08/2022;209.24
08/08/2022;209.24
09/08/2022;208.51
10/08/2022;207.99
11/08/2022;208.21
12/08/2022;208.43
15/08/2022;208.43
16/08/2022;207.99
17/08/2022;206.88
18/08/2022;206.7
19/08/2022;206.92
22/08/2022;206.63
23/08/2022;206.47
24/08/2022;206.47
25/08/2022;205.63
26/08/2022;206.07
29/08/2022;206.06
30/08/2022;205.63
31/08/2022;206.85
01/09/2022;204.76
02/09/2022;204.07
05/09/2022;204.13
06/09/2022;204.21
07/09/2022;204.62
08/09/2022;203.74
09/09/2022;203.57
12/09/2022;203.76
13/09/2022;203.69
14/09/2022;204.86
15/09/2022;204.66
16/09/2022;208.49
19/09/2022;208.67
20/09/2022;208.18
21/09/2022;207.24
22/09/2022;207.21
23/09/2022;206.84
26/09/2022;206.02
27/09/2022;204.62
28/09/2022;204.69
29/09/2022;205.43
30/09/2022;205.32
03/10/2022;203.11
04/10/2022;202.77
05/10/2022;201.36
06/10/2022;202.57
07/10/2022;203.74
10/10/2022;201.77
11/10/2022;200.98
12/10/2022;199.08
13/10/2022;198.78
14/10/2022;198.81
17/10/2022;199.85
18/10/2022;199.18
19/10/2022;199.82
20/10/2022;200.47
21/10/2022;200.89
24/10/2022;200.29
25/10/2022;200.01
26/10/2022;200.84
27/10/2022;201.84
28/10/2022;201.5
31/10/2022;201.5
01/11/2022;201.89
02/11/2022;201.38
03/11/2022;200.68
04/11/2022;198.96
07/11/2022;199.59
08/11/2022;197.53
09/11/2022;195.21
10/11/2022;194.86
11/11/2022;195.24
14/11/2022;192.89
15/11/2022;192.89
16/11/2022;192.86
17/11/2022;193.75
18/11/2022;193.56
21/11/2022;194.37
22/11/2022;194.16
23/11/2022;193.98
24/11/2022;193.69
25/11/2022;194.46
28/11/2022;194.04
29/11/2022;192.41
30/11/2022;192.41
01/12/2022;192.41
02/12/2022;190.23
05/12/2022;190.95
06/12/2022;192.36
07/12/2022;192.24
08/12/2022;191.64
09/12/2022;193.38
12/12/2022;196.36
13/12/2022;197.01
14/12/2022;196.76
15/12/2022;199.4
16/12/2022;199.55
19/12/2022;198.27
20/12/2022;199.25
21/12/2022;199.48
22/12/2022;200.86
23/12/2022;203.02
26/12/2022;203.02
27/12/2022;203.29
28/12/2022;201.78
29/12/2022;201.5
30/12/2022;203.22
02/01/2023;206.34
03/01/2023;203.99
04/01/2023;202.69
05/01/2023;202.45
06/01/2023;199.94
09/01/2023;198.91
10/01/2023;197.59
11/01/2023;197.05
12/01/2023;198.88
13/01/2023;197.37
16/01/2023;197.04
17/01/2023;196.42
18/01/2023;197.26
19/01/2023;197.14
20/01/2023;197.94
23/01/2023;197.47
24/01/2023;197.58
25/01/2023;197.85
26/01/2023;199.22
27/01/2023;198.52
30/01/2023;199.44
31/01/2023;199.26
01/02/2023;200.75
02/02/2023;200.76
03/02/2023;200.44
06/02/2023;200.89
07/02/2023;201.12
08/02/2023;201.23
09/02/2023;202.5
10/02/2023;202.55
13/02/2023;203.65
14/02/2023;204.18
15/02/2023;204.59
16/02/2023;205.8
17/02/2023;205.48
20/02/2023;204.72
21/02/2023;205.18
22/02/2023;204.44
23/02/2023;204.3
24/02/2023;205.37
27/02/2023;205.49
28/02/2023;206.18
01/03/2023;206.09
02/03/2023;205.88
03/03/2023;206.18
06/03/2023;206.73
07/03/2023;207.1
08/03/2023;206.32
09/03/2023;206.99
10/03/2023;207.85
13/03/2023;207.79
14/03/2023;207.37
15/03/2023;207.12
16/03/2023;206.36
17/03/2023;206.1
20/03/2023;204.71
21/03/2023;203.73
22/03/2023;203.69
23/03/2023;203.53
24/03/2023;203.38
27/03/2023;203.03
28/03/2023;202.65
29/03/2023;202.22
30/03/2023;201.38
31/03/2023;200.61
03/04/2023;200.04
04/04/2023;199.95
05/04/2023;199.37
06/04/2023;199.91
07/04/2023;199.62
10/04/2023;199.62
11/04/2023;200.12
12/04/2023;200.13
13/04/2023;198.99
14/04/2023;199.72
17/04/2023;199.31
18/04/2023;199.31
19/04/2023;198.55
20/04/2023;197.7
21/04/2023;197.7
24/04/2023;197.75
25/04/2023;198.72
26/04/2023;198.49
27/04/2023;197.38
28/04/2023;198.02
01/05/2023;198.02
02/05/2023;198.47
03/05/2023;198.47
04/05/2023;198.58
05/05/2023;198.91
08/05/2023;198.88
09/05/2023;199.59
10/05/2023;198.75
11/05/2023;199.85
12/05/2023;200.4
15/05/2023;196.08
16/05/2023;196.47
17/05/2023;195.98
18/05/2023;195.98
19/05/2023;196.54
22/05/2023;196.52
23/05/2023;196.26
24/05/2023;196.26
25/05/2023;196.42
26/05/2023;194.89
29/05/2023;194.89
30/05/2023;195.5
31/05/2023;195.51
01/06/2023;195.04
02/06/2023;195.04
05/06/2023;195.6
06/06/2023;195.71
07/06/2023;195.92
08/06/2023;196.05
09/06/2023;198.94
12/06/2023;197.21
13/06/2023;195.05
14/06/2023;195.51
15/06/2023;195.13
16/06/2023;196.36
19/06/2023;196.88
20/06/2023;197.13
21/06/2023;197.17
22/06/2023;197.85
23/06/2023;196.83
26/06/2023;197.44
27/06/2023;198.2
28/06/2023;198.2
29/06/2023;198.85
30/06/2023;199.98
03/07/2023;199.99
04/07/2023;200.09
05/07/2023;200.97
06/07/2023;201.27
07/07/2023;202.47
10/07/2023;203.02
11/07/2023;203.12
12/07/2023;202.83
13/07/2023;202.91
14/07/2023;203.38
17/07/2023;203.75
18/07/2023;203.83
19/07/2023;202.94
20/07/2023;203.95
21/07/2023;204.77
24/07/2023;204.28
25/07/2023;205.16
26/07/2023;205.68
27/07/2023;206.76
28/07/2023;207.95
31/07/2023;208.48
01/08/2023;207.91
02/08/2023;207.97
03/08/2023;206.06
04/08/2023;206.27
07/08/2023;206.27
08/08/2023;205.36
09/08/2023;205.32
10/08/2023;205.97
11/08/2023;205.42
14/08/2023;205.93
15/08/2023;205.93
16/08/2023;206.74
17/08/2023;205.97
18/08/2023;207.16
21/08/2023;207.38
22/08/2023;206.59
23/08/2023;207.47
24/08/2023;206.9
25/08/2023;207.67
28/08/2023;206.36
29/08/2023;206.44
30/08/2023;207.23
31/08/2023;207.82
01/09/2023;210.89
04/09/2023;209.8
05/09/2023;210.92
06/09/2023;211.65
07/09/2023;212.55
08/09/2023;212.75
11/09/2023;212.51
12/09/2023;215.1
13/09/2023;215.35
14/09/2023;216.07
15/09/2023;214.98
18/09/2023;213.47
19/09/2023;212.5
20/09/2023;211.76
21/09/2023;210.89
22/09/2023;211.17
25/09/2023;211.5
26/09/2023;210.39
27/09/2023;210.39
28/09/2023;210.09
29/09/2023;210.59
02/10/2023;209.92
03/10/2023;208.58
04/10/2023;207.9
05/10/2023;208.78
06/10/2023;210.05
09/10/2023;207.96
10/10/2023;208.19
11/10/2023;208.59
12/10/2023;208.88
13/10/2023;210.66
16/10/2023;211.13
17/10/2023;210.95
18/10/2023;209.05
19/10/2023;210.18
20/10/2023;209.79
23/10/2023;207.94
24/10/2023;209.34
25/10/2023;208.88
26/10/2023;209.57
27/10/2023;209.2
30/10/2023;208.74
31/10/2023;208.02
01/11/2023;208.02
02/11/2023;205.96
03/11/2023;209.62
